tile,inliers,avg_confidence
sat_tile_15_17.png,4,0.1987
sat_tile_1_16.png,4,0.1984
sat_tile_8_1.png,4,0.1978
sat_tile_1_1.png,4,0.1977
sat_tile_15_16.png,4,0.1962
sat_tile_10_15.png,4,0.1958
sat_tile_16_17.png,4,0.1957
sat_tile_18_10.png,4,0.1946
sat_tile_8_11.png,4,0.1943
sat_tile_12_15.png,4,0.1931
sat_tile_10_11.png,4,0.1927
sat_tile_2_8.png,4,0.1923
sat_tile_17_4.png,4,0.1908
sat_tile_13_8.png,4,0.1904
sat_tile_9_13.png,4,0.1901
sat_tile_19_15.png,4,0.1895
sat_tile_8_13.png,4,0.1888
sat_tile_10_18.png,4,0.1882
sat_tile_0_18.png,4,0.1879
sat_tile_6_1.png,4,0.1869
sat_tile_11_0.png,4,0.1868
sat_tile_0_3.png,4,0.1868
sat_tile_15_2.png,4,0.1862
sat_tile_1_4.png,4,0.1860
sat_tile_7_9.png,4,0.1858
sat_tile_19_13.png,4,0.1856
sat_tile_19_14.png,4,0.1852
sat_tile_3_3.png,4,0.1839
sat_tile_11_15.png,4,0.1837
sat_tile_17_18.png,4,0.1836
sat_tile_14_18.png,4,0.1831
sat_tile_0_2.png,4,0.1830
sat_tile_3_10.png,4,0.1826
sat_tile_3_12.png,4,0.1822
sat_tile_9_10.png,4,0.1820
sat_tile_17_11.png,4,0.1817
sat_tile_7_2.png,4,0.1816
sat_tile_13_17.png,4,0.1810
sat_tile_7_7.png,4,0.1796
sat_tile_5_7.png,4,0.1791
sat_tile_9_2.png,4,0.1783
sat_tile_0_0.png,4,0.1777
sat_tile_16_11.png,4,0.1759
sat_tile_13_18.png,4,0.1757
sat_tile_13_4.png,4,0.1745
sat_tile_0_16.png,4,0.1734
sat_tile_8_10.png,4,0.1730
sat_tile_17_13.png,4,0.1725
sat_tile_4_9.png,4,0.1723
sat_tile_0_5.png,4,0.1720
sat_tile_19_9.png,4,0.1710
sat_tile_3_1.png,4,0.1709
sat_tile_17_10.png,4,0.1704
sat_tile_5_4.png,4,0.1703
sat_tile_19_16.png,4,0.1682
sat_tile_18_18.png,4,0.1680
sat_tile_6_17.png,4,0.1677
sat_tile_11_2.png,4,0.1675
sat_tile_16_7.png,4,0.1674
sat_tile_10_12.png,4,0.1668
sat_tile_2_12.png,4,0.1664
sat_tile_17_15.png,4,0.1660
sat_tile_7_4.png,4,0.1649
sat_tile_9_16.png,4,0.1649
sat_tile_8_15.png,4,0.1648
sat_tile_1_0.png,4,0.1648
sat_tile_16_15.png,4,0.1644
sat_tile_6_13.png,4,0.1642
sat_tile_2_16.png,4,0.1631
sat_tile_2_5.png,4,0.1627
sat_tile_7_15.png,4,0.1626
sat_tile_4_4.png,4,0.1624
sat_tile_10_9.png,4,0.1622
sat_tile_2_1.png,4,0.1616
sat_tile_6_3.png,4,0.1609
sat_tile_12_18.png,4,0.1607
sat_tile_0_7.png,4,0.1599
sat_tile_8_5.png,4,0.1596
sat_tile_4_15.png,4,0.1589
sat_tile_4_0.png,4,0.1585
sat_tile_8_12.png,4,0.1580
sat_tile_14_8.png,4,0.1579
sat_tile_12_8.png,4,0.1572
sat_tile_7_14.png,4,0.1562
sat_tile_18_9.png,4,0.1535
sat_tile_19_1.png,4,0.1529
sat_tile_12_13.png,4,0.1521
sat_tile_2_0.png,4,0.1514
sat_tile_17_16.png,4,0.1512
sat_tile_8_14.png,4,0.1495
sat_tile_4_16.png,4,0.1495
sat_tile_2_2.png,4,0.1493
sat_tile_7_17.png,4,0.1486
sat_tile_14_5.png,4,0.1484
sat_tile_10_10.png,4,0.1479
sat_tile_0_15.png,4,0.1456
sat_tile_15_18.png,4,0.1451
sat_tile_18_16.png,4,0.1448
sat_tile_16_10.png,4,0.1444
sat_tile_7_10.png,4,0.1436
sat_tile_2_9.png,4,0.1435
sat_tile_0_11.png,4,0.1433
sat_tile_6_0.png,4,0.1430
sat_tile_5_8.png,4,0.1429
