tile,inliers,avg_confidence
sat_tile_14_9.png,4,0.1588
sat_tile_15_6.png,4,0.1587
sat_tile_18_11.png,4,0.1585
sat_tile_10_12.png,4,0.1585
sat_tile_11_3.png,4,0.1583
sat_tile_0_18.png,4,0.1582
sat_tile_10_2.png,4,0.1580
sat_tile_5_11.png,4,0.1578
sat_tile_4_15.png,4,0.1574
sat_tile_12_11.png,4,0.1568
sat_tile_17_6.png,4,0.1568
sat_tile_0_2.png,4,0.1567
sat_tile_3_8.png,4,0.1566
sat_tile_2_14.png,4,0.1565
sat_tile_14_16.png,4,0.1557
sat_tile_4_16.png,4,0.1556
sat_tile_2_9.png,4,0.1553
sat_tile_18_15.png,4,0.1551
sat_tile_0_3.png,4,0.1546
sat_tile_17_16.png,4,0.1543
sat_tile_6_0.png,4,0.1537
sat_tile_14_0.png,4,0.1536
sat_tile_7_15.png,4,0.1535
sat_tile_5_0.png,4,0.1534
sat_tile_0_10.png,4,0.1528
sat_tile_12_13.png,4,0.1517
sat_tile_8_16.png,4,0.1516
sat_tile_4_18.png,4,0.1510
sat_tile_8_13.png,4,0.1509
sat_tile_14_8.png,4,0.1499
sat_tile_6_4.png,4,0.1494
sat_tile_17_11.png,4,0.1491
sat_tile_12_14.png,4,0.1490
sat_tile_18_2.png,4,0.1490
sat_tile_12_9.png,4,0.1481
sat_tile_12_6.png,4,0.1477
sat_tile_12_18.png,4,0.1475
sat_tile_6_1.png,4,0.1469
sat_tile_4_13.png,4,0.1465
sat_tile_17_0.png,4,0.1464
sat_tile_8_17.png,4,0.1463
sat_tile_14_2.png,4,0.1461
sat_tile_11_10.png,4,0.1455
sat_tile_0_11.png,4,0.1454
sat_tile_0_8.png,4,0.1452
sat_tile_13_14.png,4,0.1450
sat_tile_13_4.png,4,0.1440
sat_tile_1_18.png,4,0.1439
sat_tile_4_7.png,4,0.1436
sat_tile_7_17.png,4,0.1432
sat_tile_1_9.png,4,0.1424
sat_tile_5_1.png,4,0.1423
sat_tile_3_17.png,4,0.1419
sat_tile_10_18.png,4,0.1417
sat_tile_10_9.png,4,0.1412
sat_tile_15_8.png,4,0.1410
sat_tile_2_18.png,4,0.1410
sat_tile_16_1.png,4,0.1405
sat_tile_9_18.png,4,0.1404
sat_tile_19_9.png,4,0.1394
sat_tile_13_17.png,4,0.1392
sat_tile_10_1.png,4,0.1388
sat_tile_10_6.png,4,0.1384
sat_tile_1_2.png,4,0.1381
sat_tile_18_9.png,4,0.1377
sat_tile_9_8.png,4,0.1376
sat_tile_6_2.png,4,0.1375
sat_tile_8_9.png,4,0.1373
sat_tile_12_0.png,4,0.1364
sat_tile_8_6.png,4,0.1359
sat_tile_9_4.png,4,0.1356
sat_tile_1_11.png,4,0.1345
sat_tile_0_4.png,4,0.1342
sat_tile_6_11.png,4,0.1340
sat_tile_3_10.png,4,0.1333
sat_tile_9_0.png,4,0.1332
sat_tile_5_13.png,4,0.1328
sat_tile_5_10.png,4,0.1312
sat_tile_4_9.png,4,0.1295
sat_tile_9_5.png,4,0.1295
sat_tile_16_11.png,4,0.1291
sat_tile_11_18.png,4,0.1287
sat_tile_6_9.png,4,0.1287
sat_tile_0_16.png,4,0.1286
sat_tile_19_15.png,4,0.1279
sat_tile_2_4.png,4,0.1276
sat_tile_17_9.png,4,0.1267
sat_tile_7_11.png,4,0.1263
sat_tile_14_1.png,4,0.1256
sat_tile_4_10.png,4,0.1241
sat_tile_1_5.png,4,0.1240
sat_tile_8_10.png,4,0.1235
sat_tile_18_10.png,4,0.1230
sat_tile_12_17.png,4,0.1228
sat_tile_4_0.png,4,0.1220
sat_tile_9_10.png,4,0.1210
sat_tile_8_2.png,4,0.1198
sat_tile_2_1.png,4,0.1196
sat_tile_16_10.png,4,0.1193
sat_tile_11_13.png,4,0.1193
sat_tile_11_5.png,4,0.1162
sat_tile_3_15.png,4,0.1146
sat_tile_10_8.png,4,0.1123
sat_tile_3_18.png,4,0.1075
sat_tile_16_9.png,0,
sat_tile_19_8.png,0,
sat_tile_3_3.png,0,
sat_tile_18_6.png,0,
sat_tile_16_4.png,0,
sat_tile_10_5.png,0,
sat_tile_8_18.png,0,
sat_tile_19_5.png,0,
sat_tile_13_6.png,0,
sat_tile_16_5.png,0,
sat_tile_13_1.png,0,
sat_tile_18_0.png,0,
sat_tile_17_5.png,0,
sat_tile_19_7.png,0,
sat_tile_10_7.png,0,
sat_tile_5_9.png,0,
sat_tile_0_5.png,0,
sat_tile_13_7.png,0,
sat_tile_17_2.png,0,
sat_tile_12_2.png,0,
sat_tile_18_1.png,0,
sat_tile_7_2.png,0,
sat_tile_0_0.png,0,
sat_tile_10_14.png,0,
sat_tile_14_3.png,0,
sat_tile_15_4.png,0,
sat_tile_16_2.png,0,
sat_tile_9_17.png,0,
sat_tile_9_3.png,0,
sat_tile_15_5.png,0,
sat_tile_12_1.png,0,
sat_tile_19_6.png,0,
sat_tile_17_1.png,0,
sat_tile_18_7.png,0,
sat_tile_11_1.png,0,
sat_tile_11_0.png,0,
sat_tile_14_4.png,0,
sat_tile_12_3.png,0,
sat_tile_13_3.png,0,
sat_tile_2_17.png,0,
sat_tile_17_14.png,0,
sat_tile_15_7.png,0,
sat_tile_16_16.png,0,
sat_tile_13_8.png,0,
sat_tile_13_2.png,0,
sat_tile_9_9.png,0,
sat_tile_15_3.png,0,
sat_tile_14_7.png,0,
